"ano","sq_candidato","nome_candidato","sigla_uf","sigla_partido","qtd_doacoes","qtd_doadores","total_receita","media_receita","recursos de outros candidatos","recursos de pessoas físicas","recursos próprios","qtd_despesas","qtd_fornecedores","total_despesa","media_despesa","descricao_cargo","ds_genero","ds_grau_instrucao","ds_estado_civil","ds_ocupacao","desc_sit_cand_tot","votos"
2018,190000614678,"DANIEL LUCIO DA SILVEIRA","RJ","PSL",25,25,34344,1373.76,1159,19920,NA,10,8,9635.5,1204.4375,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","POLICIAL MILITAR","ELEITO POR MÉDIA",31789
2018,190000614681,"ELIANA FERNANDES PINHEIRO","RJ","PSL",9,9,5283.54,587.06,NA,600,953.4,25,12,3453.7,287.808333333333,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS","NÃO ELEITO",0
2018,190000614682,"ELIZABETE SUTTER TAVARES","RJ","PSL",4,4,5030.14,1257.535,NA,NA,1500,12,10,4348.84,434.884,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","MÉDICO","SUPLENTE",1639
2018,190000614683,"FABIANA SILVA DE SOUZA","RJ","PSL",15,15,95567.21,6371.14733333333,4840.78,NA,3585.6,22,14,47044.1,3360.29285714286,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","POLICIAL MILITAR","ELEITO POR QP",57611
2018,190000614685,"JOSEANE ROCHA","RJ","PSL",8,8,5449.64,681.205,NA,NA,519.5,22,18,3336.64,185.368888888889,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS","SUPLENTE",1058
2018,190000614708,"GLEIDSON DE MELO CHAVES","RJ","PSL",4,4,2975,743.75,NA,550,2425,1,1,925,925,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","MEMBRO DAS FORÇAS ARMADAS","SUPLENTE",5438
2018,190000614709,"HELIO FERNANDO BARBOSA LOPES","RJ","PSL",19,19,78717.5,4143.02631578947,49500,12500,NA,5,5,45000,9000,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","MEMBRO DAS FORÇAS ARMADAS","ELEITO POR QP",345234
2018,190000614710,"JORGE LUCENA AGUIAR","RJ","PSL",9,9,2535.45,281.716666666667,570.45,NA,NA,38,17,21294,1252.58823529412,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO","SUPLENTE",7407
2018,190000614712,"LUIZ CARLOS CHAGAS DE SOUZA JUNIOR","RJ","PSL",20,19,73438.3,3865.17368421053,2825,1500,67148.3,25,25,62148.3,2485.932,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","POLICIAL MILITAR","SUPLENTE",28135
2018,190000614716,"MARCUS VINICIUS BARBOSA","RJ","PSL",11,4,7900,1975,NA,1000,13400,30,26,11492.5,442.019230769231,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL","SUPLENTE",5508
2018,190000614717,"MARTEM SARMENTO GARCIA","RJ","PSL",3,3,1249.4,416.466666666667,NA,NA,1249.4,10,7,1229.9,175.7,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MEMBRO DAS FORÇAS ARMADAS","SUPLENTE",11659
2018,190000614718,"MAURICIO PRICE GRECHI","RJ","PSL",13,13,27084,2083.38461538462,NA,7600,17998,21,14,21145.35,1510.38214285714,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO","SUPLENTE",12385
2018,190000614720,"SERGIO LUIZ WEYDT","RJ","PSL",35,34,40928.07,1203.76676470588,NA,6510.07,23150,39,25,23776.47,951.0588,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MEMBRO DAS FORÇAS ARMADAS","SUPLENTE",26897
2018,190000614723,"FABIANO OLIVEIRA PEREIRA","RJ","PSL",19,17,98207.32,5776.90117647059,NA,82540,23076.52,114,112,103616.52,925.1475,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","POLICIAL CIVIL","SUPLENTE",21080
2018,190000614724,"FRANKLIN JORGE SANTOS","RJ","PSL",8,8,19073,2384.125,NA,2000,16400,21,19,15928.55,838.344736842105,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO","SUPLENTE",13279
2018,190000614725,"JOAQUIM RODRIGUES DOS SANTOS","RJ","PSL",12,10,40045,4004.5,NA,NA,43340,95,55,29116.41,529.389272727273,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","EMPRESÁRIO","SUPLENTE",7090
2018,190000614726,"JOÃO CARLOS SOARES GURGEL","RJ","PSL",30,27,48918.05,1811.77962962963,2657.5,40500,6340.55,59,43,33232.25,772.843023255814,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","POLICIAL CIVIL","ELEITO POR QP",62089
2018,190000614727,"PAULO RODRIGUES DE SANTANA","RJ","PSL",9,9,13120,1457.77777777778,233,1000,10000,31,28,9862.85,352.244642857143,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","MEMBRO DAS FORÇAS ARMADAS","SUPLENTE",11978
2018,190000614728,"ROMMEL CARDOSO","RJ","PSL",5,5,7000,1400,NA,1000,6000,26,12,6414.06,534.505,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","COMERCIANTE","SUPLENTE",8899
2018,190000614903,"VICTOR FELIX MAZZEI","RJ","PMB",5,5,26445,5289,NA,2445,24000,7,5,3452,690.4,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","NÃO ELEITO",1501
2018,190000614904,"ALEX BERALDO ROCHA","RJ","PMB",13,13,44460,3420,NA,34460,10000,44,36,32253.5,895.930555555556,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","POLICIAL MILITAR","NÃO ELEITO",14818
2018,190000614905,"JOAO VALOIS CORREA DE QUEIROZ OLIVEIRA","RJ","PMB",2,2,1219.41,609.705,NA,500,NA,4,4,1500.36,375.09,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","COMERCIANTE","NÃO ELEITO",7076
2018,190000614906,"JOAO LUIZ DE SOUZA SANTOS","RJ","PMB",16,16,5290,330.625,3650,1400,NA,24,24,45020.01,1875.83375,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","EMPRESÁRIO","NÃO ELEITO",3954
2018,190000614907,"ADALBERTO DE SOUZA RABELO","RJ","PMB",6,3,13900,4633.33333333333,NA,NA,17200,10,7,17183.2,2454.74285714286,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","POLICIAL MILITAR","NÃO ELEITO",4804
2018,190000614909,"ANDRE FERNANDES DA SILVA","RJ","PMB",9,8,13425,1678.125,NA,10200,700,18,17,10400,611.764705882353,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO ESTADUAL","NÃO ELEITO",4720
2018,190000614910,"ANTONIO CARLOS RIBEIRO DA CRUZ","RJ","PMB",6,3,7500,2500,NA,NA,14000,27,23,12480.8,542.64347826087,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","ENGENHEIRO","NÃO ELEITO",0
2018,190000614911,"ANTONIO FERREIRA DA SILVA","RJ","PMB",6,6,2792.05,465.341666666667,84.38,NA,1000,1,1,1000,1000,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO","NÃO ELEITO",370
2018,190000614914,"GLAUCIO SANTOS DA SILVA","RJ","PMB",6,6,2170.55,361.758333333333,NA,NA,1720.55,16,10,1330.75,133.075,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BOMBEIRO MILITAR","NÃO ELEITO",1505
2018,190000614915,"MICHELL GERMANO DE CARVALHO","RJ","PMB",20,19,15834.13,833.375263157895,3787.5,6737.86,2151.1,21,17,7897.1,464.535294117647,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","EMPRESÁRIO","NÃO ELEITO",4044
2018,190000614916,"OSVALDO APOSTOLO LIMA JUNIOR","RJ","PMB",15,15,4334.22,288.948,734.5,880,562.05,3,3,1442.05,480.683333333333,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","POLICIAL MILITAR","NÃO ELEITO",4417
2018,190000614918,"DEJARME SOARES SIQUEIRA","RJ","PMB",4,4,1700,425,NA,1390,310,4,4,1700,425,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS","NÃO ELEITO",934
2018,190000614920,"SERGIO JOSE DA SILVA","RJ","PMB",6,6,4626,771,NA,1500,3126,16,12,4604,383.666666666667,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SEPARADO(A) JUDICIALMENTE","VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA","NÃO ELEITO",654
2018,190000614921,"MARLON CRISTIANO DA SILVA IQUEDA","RJ","PMB",12,10,2450.25,245.025,1290.75,470,NA,5,3,139.85,46.6166666666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","DIVORCIADO(A)","EMPRESÁRIO","NÃO ELEITO",1003
2018,190000614923,"EDSON REIS DE ALMEIDA","RJ","PMB",7,6,5100,850,NA,3000,3600,9,8,3525,440.625,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO","NÃO ELEITO",0
2018,190000614926,"ISRAEL FRANCISCO MENDONCA","RJ","PMB",1,1,1050,1050,NA,NA,1050,6,5,1032.5,206.5,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","OUTROS","NÃO ELEITO",279
2018,190000614930,"ANGELA MARIA TENORIO DE ALBUQUERQUE","RJ","PMB",7,6,6175,1029.16666666667,NA,NA,250,4,4,4130,1032.5,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","MÉDICO","NÃO ELEITO",2025
2018,190000614938,"SOLANGE DOS SANTOS ARAUJO","RJ","PMB",5,5,6087.5,1217.5,NA,600,NA,4,4,4000,1000,"DEPUTADO FEDERAL","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS","NÃO ELEITO",445
2018,190000614941,"VANILCE HENRIQUES DE ALMEIDA","RJ","PMB",2,2,4200,2100,NA,NA,200,14,13,3400,261.538461538462,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO","NÃO ELEITO",296
2018,190000614949,"FRANCISCO JESUS DA SILVA","RJ","PTC",5,5,1927.65,385.53,NA,700,1047.65,6,6,1047.65,174.608333333333,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","POLICIAL MILITAR","NÃO ELEITO",948
2018,190000614950,"GERSON ALEXSANDRO SIMOES CRUZ","RJ","PTC",5,5,7407,1481.4,2000,NA,4507,7,4,3509.5,877.375,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","POLICIAL MILITAR","NÃO ELEITO",1438
2018,190000614951,"HELCIO ANGELO DA ROCHA","RJ","PTC",5,5,57502.62,11500.524,1948,NA,55554.62,42,21,41856,1993.14285714286,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","TÉCNICO DE QUÍMICA","NÃO ELEITO",5785
2018,190000614956,"JULIO CESAR DE OLIVEIRA","RJ","PTC",18,18,6686.67,371.481666666667,1711.57,2539.7,2435.4,11,7,3368.55,481.221428571429,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","REPRESENTANTE COMERCIAL","NÃO ELEITO",1306
2018,190000614958,"LUIZ CARLOS MARTINS FREITAS","RJ","PTC",5,5,28058.3,5611.66,27000,NA,518.3,33,15,24105.88,1607.05866666667,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","COZINHEIRO","NÃO ELEITO",1711
2018,190000614959,"LUIZ JEQUITINHANHO DOS SANTOS SILVA","RJ","PTC",1,1,500,500,NA,NA,500,4,4,500,125,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL","NÃO ELEITO",459
2018,190000614961,"MARCIO DE PAULA SANTOS","RJ","PTC",11,11,24314.76,2210.43272727273,2000,9000,2414.76,45,34,19730.48,580.308235294118,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","EMPRESÁRIO","NÃO ELEITO",5632
2018,190000614964,"MAXWELL DE JESUS E SILVA","RJ","PTC",11,8,11766.3,1470.7875,2031.6,7200,2018.4,9,5,1174,234.8,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","COMERCIANTE","NÃO ELEITO",2087
2018,190000614969,"SILVIO CAIXEIRO GONCALVES DOS SANTOS","RJ","PTC",2,2,2700,1350,NA,100,2600,9,8,2638.5,329.8125,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS","NÃO ELEITO",1175
2018,190000614971,"WAGNER OLIVEIRA DE SOUZA","RJ","PTC",11,11,77975,7088.63636363636,4775,73200,NA,81,73,70032.1,959.343835616438,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","POLICIAL MILITAR","NÃO ELEITO",12862
2018,190000615499,"LIVIA SILVA OLIVEIRA","RJ","PDT",5,4,11640.59,2910.1475,1000,NA,NA,14,14,10000,714.285714285714,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","DONA DE CASA","SUPLENTE",484
2018,190000615500,"BIANCA DE CASSIA MORENO PEREIRA","RJ","PDT",10,9,12984.59,1442.73222222222,2704,NA,NA,3,3,10000,3333.33333333333,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","DONA DE CASA","SUPLENTE",299
2018,190000615502,"FLAVIA DA SILVA PINTO","RJ","PDT",18,17,22965,1350.88235294118,5500,2650,5815,26,20,16792.2,839.61,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","SOCIÓLOGO","SUPLENTE",2636
2018,190000615504,"MARIA ELIZABETH PORTELA DE VASCONCELLOS","RJ","PDT",9,8,11869.49,1483.68625,1228.9,NA,NA,2,2,10000,5000,"DEPUTADO FEDERAL","FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","OUTROS","SUPLENTE",87
2018,190000615505,"MARIZA FERNANDES DA SILVA","RJ","PDT",4,4,11640.59,2910.1475,1000,NA,NA,4,4,10000,2500,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","ALFAIATE E COSTUREIRO","SUPLENTE",153
2018,190000615506,"ESMERALDA FURTADO DA SILVA","RJ","PDT",8,8,11915.09,1489.38625,1274.5,NA,NA,3,3,9965,3321.66666666667,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","FARMACÊUTICO","SUPLENTE",1023
2018,190000615507,"MARIA HELENA VIEIRA MARTINS","RJ","PDT",4,4,11640.59,2910.1475,1000,NA,NA,2,2,10000,5000,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO","SUPLENTE",479
2018,190000615508,"TANIA REGINA DA SILVA MOTA","RJ","PDT",4,4,11640.59,2910.1475,1000,NA,NA,5,5,10000,2000,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","DONA DE CASA","SUPLENTE",847
2018,190000615511,"NILSON DE ARAUJO FERREIRA","RJ","PDT",2,2,1170,585,NA,1170,NA,1,1,1800,1800,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","APOSENTADO (EXCETO SERVIDOR PÚBLICO)","SUPLENTE",1060
2018,190000615512,"ADILSON MENDES FONSECA","RJ","PDT",7,7,21824,3117.71428571429,824,1000,NA,10,9,18000,2000,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SEPARADO(A) JUDICIALMENTE","TRABALHADOR DE ARTES GRÁFICAS","SUPLENTE",4053
2018,190000615513,"NILDA HELIO","RJ","PDT",4,4,11640.59,2910.1475,1000,NA,NA,10,10,10000,1000,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","DONA DE CASA","SUPLENTE",411
2018,190000615515,"FABIANA FERREIRA ROCHA","RJ","PDT",7,6,12675,2112.5,1830,1005,NA,27,18,10980,610,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PEDAGOGO","SUPLENTE",1457
2018,190000615516,"JOSIANE THAMARA DE MELLO GOMES","RJ","PDT",5,5,22140.59,4428.118,1000,500,NA,11,10,19610,1961,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS","SUPLENTE",1825
2018,190000615517,"MILLENE DOS SANTOS SANTOS","RJ","PDT",4,4,11640.59,2910.1475,1000,NA,NA,6,6,9999.2,1666.53333333333,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO MÉDIO","SUPLENTE",393
2018,190000615518,"MARIA PERPETUA DE ALMEIDA","RJ","PDT",4,4,11640.59,2910.1475,1000,NA,NA,4,4,10000,2500,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO INCOMPLETO","DIVORCIADO(A)","EMPRESÁRIO","SUPLENTE",192
2018,190000615519,"SUSYMARA ANTUNES RODRIGUES","RJ","PDT",5,5,12440.59,2488.118,1000,NA,800,11,11,10688.5,971.681818181818,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","DONA DE CASA","SUPLENTE",1024
2018,190000615520,"ADRIANO DA SILVA GUEDES","RJ","PDT",16,15,32636.23,2175.74866666667,9628.03,10000,14008.2,16,14,23784.2,1698.87142857143,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","OUTROS","SUPLENTE",6366
2018,190000615522,"BRUNO ENRICO DE OLIVEIRA PINHEIRO","RJ","PDT",6,6,9048,1508,3048,NA,6000,1,1,6000,6000,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ANALISTA DE SISTEMAS","SUPLENTE",692
2018,190000615523,"ROQUE CERQUEIRA DA SILVA","RJ","PDT",22,20,69913.79,3495.6895,1000,18608,70305.79,89,82,69344.34,845.662682926829,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","VEREADOR","SUPLENTE",5005
2018,190000615524,"ABEILARD GOULART DE SOUZA FILHO","RJ","PDT",34,32,85036.37,2657.3865625,10052.03,50090,35594.34,135,115,79310.19,689.653826086957,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO","SUPLENTE",9450
2018,190000615525,"EMANUEL ESTEVAO GARCIA","RJ","PDT",9,8,8718,1089.75,2718,NA,12000,9,7,9833.4,1404.77142857143,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","POLICIAL CIVIL","SUPLENTE",1509
2018,190000615526,"CARLOS ALBERTO CUNHA CRUZ","RJ","PDT",8,8,9573.9,1196.7375,2468,1064,6041.9,16,13,5745.9,441.992307692308,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO","SUPLENTE",2292
2018,190000615527,"FRANCISCO JOSE D ANGELO PINTO","RJ","PDT",71,63,601271.48,9543.99174603175,18022.4,68174.08,20655,236,153,529639.24,3461.69437908497,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","MÉDICO","ELEITO POR QP",26417
2018,190000615528,"MANOEL ALOISIO FREITAS","RJ","PDT",43,33,167270.81,5068.81242424242,19220.76,49040,26060,63,55,170452.37,3099.134,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO","SUPLENTE",18035
2018,190000615529,"ANDRE ANTONIO LOPES DO NASCIMENTO","RJ","PDT",14,14,15140,1081.42857142857,1000,7670,6470,26,19,9862.4,519.073684210526,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","VEREADOR","SUPLENTE",15887
2018,190000615530,"NIVALDO PESSANHA DE SOUSA","RJ","PDT",6,5,6838,1367.6,1000,4500,2376,5,4,1598,399.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ODONTÓLOGO","SUPLENTE",3362
2018,190000615533,"CARLOS ANDRE TERRA PAES","RJ","PDT",3,3,2354,784.666666666667,1400,954,NA,31,26,4398.71,169.181153846154,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BIÓLOGO","SUPLENTE",2220
2018,190000615534,"FERNANDO LOPES DE ALMEIDA","RJ","PDT",16,16,96690,6043.125,7370,9750,4570,111,80,61909.4,773.8675,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","ECONOMISTA","SUPLENTE",6389
2018,190000615536,"MARIO ALBERTO AVELINO","RJ","PDT",8,8,52360,6545,NA,500,50660,29,22,42302.48,1922.84,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","ANALISTA DE SISTEMAS","SUPLENTE",1007
2018,190000615538,"JOSE LUIZ NIEMEYER DOS SANTOS FILHO","RJ","PDT",6,6,12340,2056.66666666667,190,11350,800,7,7,15194,2170.57142857143,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO SUPERIOR","SUPLENTE",1609
2018,190000615539,"GLAUCO BARBOSA HOFFMAN KAIZER","RJ","PDT",6,6,19250,3208.33333333333,1000,18250,NA,13,13,17658.25,1358.32692307692,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO","SUPLENTE",5966
2018,190000615540,"OSCAR FELIZZOLA SOUZA","RJ","PDT",6,6,35249.5,5874.91666666667,1000,NA,34249.5,9,5,20156.5,4031.3,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO","SUPLENTE",380
2018,190000615543,"CARLOS JESUS ONTIVEROS GUARDIA","RJ","PDT",10,8,30105.15,3763.14375,4048,6000,4057.15,23,21,29589,1409,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO","SUPLENTE",12477
2018,190000615544,"JAMIL MIGUEL SABRA NETO","RJ","PDT",25,24,62321.5,2596.72916666667,8370,29150,1.5,45,42,47401.59,1128.60928571429,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADMINISTRADOR","SUPLENTE",8404
2018,190000615545,"CRISTIANO DA SILVA CAETANO","RJ","PDT",20,20,33921.25,1696.0625,921.25,13000,NA,4,4,20000,5000,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO MÉDIO","SUPLENTE",819
2018,190000615550,"PAULO SERGIO RAMOS BARBOZA","RJ","PDT",31,28,99198.64,3542.80857142857,12648.65,26750,9999.99,165,54,91076.07,1686.59388888889,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","ELEITO POR QP",25557
2018,190000615553,"ALESSANDRO LUCCIOLA MOLON","RJ","PSB",18,17,1434606.01,84388.5888235294,NA,125750.52,NA,1064,852,1146570.22,1345.73969483568,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO SUPERIOR","ELEITO POR QP",227914
2018,190000615559,"FABIO APARECIDO VASCONCELOS","RJ","PSB",4,4,30300,7575,NA,300,30000,5,5,8867.5,1773.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","JORNALISTA E REDATOR","SUPLENTE",3564
2018,190000615560,"FÁTIMA MARIA DOS SANTOS","RJ","PSB",4,4,204350,51087.5,4250,NA,NA,234,179,185949.7,1038.8251396648,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)","SUPLENTE",1662
2018,190000615565,"MARCO ANTONIO LOUREIRO RODRIGUES JUNIOR","RJ","PSB",9,9,21160,2351.11111111111,NA,19000,NA,7,7,3576.74,510.962857142857,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ENGENHEIRO","NÃO ELEITO",0
2018,190000615566,"NILTON WILSON SALOMÃO","RJ","PSB",21,19,419688.71,22088.8794736842,NA,17900,14976.3,672,298,236169.45,792.514932885906,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ECONOMISTA","SUPLENTE",19971
2018,190000615567,"RAMON CARRERA","RJ","PSB",23,22,77968.83,3544.03772727273,270,14225,338.65,59,54,56199.78,1040.73666666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","SERVIDOR PÚBLICO ESTADUAL","SUPLENTE",11004
2018,190000615569,"SYLVIO ALEXANDRE GOUVÊA","RJ","PSB",5,5,6992,1398.4,NA,6842,NA,1,1,19.85,19.85,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","TAXISTA","SUPLENTE",398
2018,190000616200,"JOÃO FRANCISCO INÁCIO BRAZÃO","RJ","AVANTE",30,21,408336,19444.5714285714,42261,2500,107000,284,198,327216.44,1652.60828282828,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","VEREADOR","ELEITO POR MÉDIA",25817
2018,190000616204,"ALEXANDRE JOSÉ ADRIANO","RJ","AVANTE",6,6,28350,4725,NA,1500,26850,6,6,26763.2,4460.53333333333,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","SUPLENTE",2628
